Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
664,PB2016A00664,Registered Agent,1555 N Dearborn Condo Assoc,1558,N,Dearborn,ST,90,17-04-210-031-1001-1108,08/16/2016,,10/05/2016,41.911111741,-87.630351124,"(41.91111174052472, -87.63035112382713)"
3101,PB2020A03101,property manager,,621,W,Belmont,AVE,19,14-28-101-012-0000,,09/30/2020,09/30/2020,41.939916309,-87.645247758,"(41.93991630947369, -87.64524775788473)"
2667,PB2019A02667,Manager,,1251,W,belden,AVE,25,14-32-112-052-0000,,10/02/2019,10/02/2019,41.923342397,-87.660426846,"(41.92334239739844, -87.66042684648224)"
1043,PB2017A01043,authorized agent,Two River Place Condominium,720,N,Larrabee,ST,168,17-09-113-017-1001-1168,,02/02/2017,02/02/2017,41.895347556,-87.643104714,"(41.895347555720434, -87.64310471436526)"
728,PB2016A00728,Owner,Pygmy Spear Garden LLC Reside on Roscoe,532,W,Roscoe,ST,75,14-21-307-022-0000,,,10/11/2016,41.943448898,-87.643313452,"(41.94344889819831, -87.64331345176811)"
2231,PB2018A02231,Property Manager,,2646,W,Potomac,AVE,8,16-01-223-026-0000,,04/03/2018,04/03/2018,41.904889406,-87.693882676,"(41.90488940572966, -87.69388267633094)"
2968,PB2019A02968,property manager,,1463,W,chicago,AVE,3,17-08-101-006-0000,,10/30/2019,10/30/2019,41.896002856,-87.664780034,"(41.89600285553933, -87.66478003407676)"
2018,PB2017A02018,registered agent,Southport Place Condo Assoc,4003-4035,N,Southport,AVE,43,14-17-315-014-1000,10/18/0017,10/18/2017,10/18/2017,41.954461488,-87.664069977,"(41.95446148803626, -87.66406997682951)"
526,PB2016A00526,President,Fairfield Condominium Assoc,5338-5344,S,Greenwood,AVE,12,20-11-317-020-1001-1012,,06/21/2016,09/15/2016,41.798252786,-87.599860807,"(41.798252786388815, -87.59986080659154)"
1120,PB2017A01120,President,University Park Condo Assoc,1401,E,55th,ST,540,20-14-202-076-1001,09/01/2016,02/16/2017,02/16/2017,41.795399912,-87.591625909,"(41.79539991193184, -87.59162590876223)"
78,PB2016A00078,President,5000 East End Condominium Assoc,5000,S,East End,AVE,98,20-12-102-008-1001-1098,,12/15/2010,08/01/2016,41.804319793,-87.58559706,"(41.80431979330058, -87.58559706030724)"
2234,PB2018A02234,Property Manager,,3853,W,Schubert,AVE,13,13-26-309-001-0000,,04/03/2018,04/03/2018,41.929924422,-87.724186031,"(41.92992442208041, -87.72418603075694)"
2015,PB2017A02015,CONDO PRESIDENT,2605 WEST NORTH AVENUE CONDOMINIUMS,2605,W,NORTH,AVE,8,16-01-203-023-0000,,10/16/2017,10/16/2017,41.910153707,-87.692325217,"(41.91015370681968, -87.69232521681367)"
1961,PB2017A01961,property manager,2717 W. Wellington Condo Assoc,2717-2723,W,Wellington,AVE,12,13-25-216-050-0000,03/17/2005,09/20/2017,09/20/2017,41.935645941,-87.695969995,"(41.93564594091807, -87.69596999528092)"
2202,PB2018A02202,Property Manager,,935,W,Agatite,AVE,9,14-17-228-004-0000,,04/02/2018,04/02/2018,41.962588448,-87.6537382,"(41.9625884475427, -87.65373820001334)"
797,PB2016A00797,Authorized Agent,Ritchie Tower Condo Assoc,1310,N,Ritchie,CT,106,17-03-107-019-1001-1106,,,11/01/2016,41.906211991,-87.626746627,"(41.9062119910102, -87.6267466271917)"
2684,PB2019A02684,Manager,,1352,N,LA SALLE,DR,3,17-04-215-064-0000,,10/02/2019,10/02/2019,41.907274339,-87.63317981,"(41.90727433910867, -87.63317981043542)"
1159,PB2017A01159,"managing agent, TCC Realty LLC",,1401-1403,W,Cuyler,AVE,12,14-17-314-022-0000,,02/23/2017,02/23/2017,41.955163796,-87.664399192,"(41.95516379551054, -87.6643991922551)"
159,PB2016A00159,Property Manager,One One One Condominium Assoc,111,S,Morgan,ST,166,17-17-212-016-1001-1366,,,08/04/2016,41.88004797,-87.651831571,"(41.880047970125254, -87.65183157127098)"
1534,PB2017A01534,authorized agent,North Town Village Condo Assoc,750,W,Evergreen,AVE,145,17-04-113-100-1032,,08/10/2017,08/10/2017,41.906492216,-87.647699285,"(41.906492216270074, -87.64769928466444)"
1063,PB2017A01063,Registered Agent,,5135,S,Blackstone,AVE,36,20-11-404-003-0000,,02/02/2017,02/02/2017,41.801313884,-87.590334671,"(41.8013138839719, -87.59033467143486)"
2111,PB2018A02111,Owner,,4846-4852,W,Hutchinson,ST,24,13-16-410-016-0000,,01/07/2018,01/07/2018,41.958069974,-87.749243342,"(41.95806997449826, -87.74924334229637)"
2548,PB2019A02548,attorney,Parkview on Michigan Condominium Association,1142,S,Michigan,AVE,8,"17-15-309-030-1001,1004,1007,1008,1013,1014,1015,and 10016",,07/22/2019,07/22/2019,41.867955684,-87.624244255,"(41.86795568430324, -87.62424425510736)"
1147,PB2017A01147,General Partner,,3450,N,Lake Shore,DR,455,"14-21-306-029-0000, 14-21-306-027-0000",,02/23/2017,02/23/2017,41.945101085,-87.641602426,"(41.94510108521152, -87.64160242635202)"
213,PB2016A00213,Authorized Agent,The 609 Stratford Building Condominium Assoc,609,W,Stratford,PL,30,14-21-306-040-1029,,,08/01/2016,41.945042313,-87.644795779,"(41.94504231336872, -87.64479577901845)"
2980,PB2019A02980,manager,,2242-2244,N,monticello,AVE,13,13-35-113-022-0000,,10/30/2019,10/30/2019,41.922211126,-87.718291204,"(41.92221112628764, -87.71829120388026)"
310,PB2016A00310,Property Manager,Pine Tree Court,5460,W,Higgins,AVE,12,13-09-322-043-1001-1012,,,08/03/2016,41.969379673,-87.763648058,"(41.9693796725109, -87.76364805790361)"
3030,PB2019A03030,Treasurer,,1941-1943,W,Armitage,AVE,6,14-31-400-054-1001 thru 1006,,12/09/2019,12/09/2019,41.917663987,-87.676798112,"(41.91766398697072, -87.67679811152443)"
1124,PB2017A01124,authorized agent,Eugenie Terrace Townhouses Condo Assoc,1720,N,La Salle,DR,72,14-33-414-062-1001-1072,,02/16/2017,02/16/2017,41.91358834,-87.633365157,"(41.91358834034345, -87.63336515741258)"
2989,PB2019A02989,manager,,4700-4702,N,beacon,ST,12,14-17-102-026-0000,,10/30/2019,10/30/2019,41.967206562,-87.664277756,"(41.967206562179726, -87.66427775581977)"
538,PB2016A00538,Property Manager,Skybridge Condominium Assoc,737,W,Washington,BLVD,223,17-09-337-092-1001-1498,,,09/20/2016,41.883039342,-87.647173638,"(41.883039342376286, -87.64717363845762)"
2187,PB2018A02187,Managing Agent,Apex Condo Association,859,W,Erie,ST,55,17-08-235-049-1001-1112,,03/23/2018,03/23/2018,41.893235728,-87.650019237,"(41.893235727961915, -87.65001923662217)"
179,PB2016A00179,Property Manager,Lake Meadow Townhomes I,506-556,E,32nd,ST,38,"17-34-224-005-0000 thru     17-34-224-018-0000
17-34-224-020-0000 thru     17-34-224-033-0000
17-34-224-035-0000
17-34-224-040-0000 thru      17-34-224-045-0000
17-34-224-048-0000 thru      17-34-224-050-0000",,,08/09/2016,41.836176251,-87.61320482,"(41.83617625134183, -87.61320482014771)"
244,PB2016A00244,Authorized Agent,2909 North Sheridan Condominium Homes,2909,N,Sheridan,RD,223,14-28-204-010-1001-1222,,01/20/2016,07/22/2016,41.934650458,-87.639212383,"(41.93465045760216, -87.63921238274351)"
3195,PB2021A03195,Owner,,5017-5023,N,Wolcott,AVE,44,14-07-412-001-0000,,11/03/2021,11/03/2021,41.973011455,-87.676166846,"(41.97301145490034, -87.67616684562515)"
2147,PB2018A02147,Property Manager,Circle View Condo Association,812-814,S,Miller,ST,7,17-17-420-031-0000,02/15/2018,02/20/2018,02/20/2018,41.871519245,-87.652422597,"(41.87151924460896, -87.6524225968497)"
903,PB2017A00903,Board President,East View Park Condo Assoc,5400,S,East View Park,,110,20-12-114-052-0000,08/30/2016,,10/21/2016,41.798138385,-87.582852579,"(41.79813838482143, -87.58285257944995)"
3161,PB2021A03161,Treasurer,Marquette Row 685 Condominium Association,685,N,Peoria,ST,9,17-08-222-044-1002,,08/13/2021,08/13/2021,41.894714676,-87.649970252,"(41.89471467561633, -87.64997025177524)"
1340,PB2017A01340,President,Sheffield Park Condo Assoc,1837-1839,N,Sheffield,AVE,7,14-32-411-096-1002 & 14-32-411-096-1004,04/14/0017,05/09/2017,05/09/2017,41.914831772,-87.653106176,"(41.91483177225461, -87.65310617595635)"
3082,PB2020A03082,Attorney,Wellington Terrace Condominiums,2950-2958,N,CLARK,ST,8,14-28-110-017-1037 thru 14-28-110-017-1044,,07/23/2020,07/23/2020,41.936121939,-87.647749593,"(41.93612193890483, -87.64774959317818)"
1888,PB2017A01888,authorized agent,,1431,S,Clark,ST,1,17-21-211-034-0000,,09/11/2017,09/11/2017,41.863129789,-87.630140667,"(41.86312978869037, -87.63014066712871)"
883,PB2017A00883,Authorized Agent,The Promenade Condo Assoc,1201,W,Adams,ST,80,17-17-113-116-1003-1175,,,11/16/2016,41.878946979,-87.65717778,"(41.878946978624626, -87.65717777969513)"
1657,PB2017A01657,Agent,3800-3806 N. Greenview,3800-3806,N,Greenview,AVE,8,14-20-105-041-0000,,08/11/2017,08/11/2017,41.950751144,-87.667554023,"(41.950751144397564, -87.66755402316493)"
3017,PB2019A03017,Registered Agent,544 E. 45th Street Condominium Association,544,E,45th,ST,4,20-03-409-041-1001 thru 20-03-409-041-1004,,11/27/2019,11/27/2019,41.813195851,-87.612097208,"(41.81319585080523, -87.61209720795883)"
2635,PB2019A02635,Manager,,1257,W,Newport,AVE,4,14-20-315-001-0000,,10/01/2019,10/01/2019,41.944262738,-87.661322134,"(41.94426273784908, -87.66132213352842)"
875,PB2017A00875,Authorized Agent,North Town Village,1311,N,Halsted,ST,145,17-04-113-100-1001-1149,,,08/30/2016,41.905438247,-87.647982743,"(41.90543824673755, -87.64798274340468)"
3119,PB2021A03119,Attorney,3509 N. Reta Condominium Association,3509,N,Reta,AVE,4,14-20-407-043,,03/09/2021,03/09/2021,41.945779145,-87.650506872,"(41.9457791451827, -87.65050687190075)"
2413,PB2018A02413,President,2427-2429 N Clybourn THA,2427-2429,N,Clybourn,AVE,14,14-30-409-080-0000 to 14-30-409-093-0000,,11/05/2018,11/05/2018,41.925859667,-87.670104219,"(41.925859666900614, -87.67010421915487)"
649,PB2016A00649,Authorized Agent,Chelsea Townhomes,1147,W,Monroe,ST,1,17-17-210-043-0000,,,09/22/2016,41.880229389,-87.656520166,"(41.88022938938427, -87.65652016564465)"
2981,PB2019A02981,manager,,2920-2922,N,albany,AVE,14,13-25-120-027-0000,,10/30/2019,10/30/2019,41.934527981,-87.705191214,"(41.934527980587696, -87.70519121372207)"
2475,PB2019A02475,Registered Agent,Sanderson Condominium Association,6304-6306,N,Wayne,AVE,8,14-05-104-027,,02/27/2019,02/27/2019,41.99654001,-87.664307985,"(41.99654001035363, -87.66430798503704)"
2320,PB2018A02320,Registered Agent,"5117 Kimbark Condominium, Inc.",5117-5119,S,Kimbark,AVE,6,"20-11-401-045-1002, 20-11-401-045-1004, 20-11-401-045-1005, 20-11-401-045-1006, 20-11-401-045-1001, 20-11-401-045-1003",04/18/2018,05/17/2018,05/17/2018,41.801929089,-87.594933763,"(41.80192908912713, -87.59493376341862)"
630,PB2016A00630,Authorized Agent,Chelsea Townhomes,1137 #6,W,Monroe,ST,1,17-17-210-062-0000,,,09/22/2016,41.880235292,-87.656141443,"(41.88023529222652, -87.6561414427707)"
1678,PB2017A01678,Agent,3641-3651 W Cornelia,3641-3651,W,Cornelia,AVE,54,13-23-315-052-0000,,08/11/2017,08/11/2017,41.944551314,-87.719237185,"(41.944551313805974, -87.71923718465901)"
972,PB2017A00972,Authorized Agent,Prairie Terrace Homes of Dearborn Park II,1328-1338,S,Federal,ST,32,17-21-211-205-1001-1032,01/20/2017,,01/20/2017,41.864879973,-87.629561098,"(41.864879973477855, -87.62956109778978)"
665,PB2016A00665,Authorized Agent,VB 1224 Lofts Condo Assoc,1224,W,Van Buren,ST,189,17-17-117-045-1001-1348,09/30/2016,,09/30/2016,41.876612388,-87.658037575,"(41.87661238820148, -87.65803757533364)"
921,PB2017A00921,Board President,540 North Lake Shore Drive Condo Assoc,540,N,Lake Shore,DR,149,17-10-211-023-0000,,,09/21/2016,41.892349267,-87.61455717,"(41.892349267241, -87.61455717025085)"
353,PB2016A00353,Authorized Agent,Lakeside on the Park Condominium Assoc,1250,S,Indiana,AVE,168,17-22-102-025-1001-1338,,,08/11/2016,41.866091179,-87.622667245,"(41.86609117936001, -87.62266724496163)"
1866,PB2017A01866,authorized agent,,1014,W,109th,PL,1,25174090390000,,09/11/2017,09/11/2017,41.695128515,-87.64796008,"(41.69512851539717, -87.64796008002702)"
1971,PB2017A01971,Registered Agent,,649-657,W,Oakdale,AVE,34,1428116001,,09/20/2017,09/20/2017,41.935442126,-87.646201172,"(41.935442126058106, -87.64620117204231)"
479,PB2016A00479,Authorized Agent,Michigan Avenue Tower II,1400,S,Michigan,AVE,257,17-22-107-078-1001-1516,,08/17/2016,08/18/2016,41.864001544,-87.624225729,"(41.864001543549804, -87.62422572913968)"
684,PB2016A00684,Owner,Lawson House,30,W,Chicago,AVE,583,17-04-450-055-0000,,,08/29/2016,41.896769734,-87.629448355,"(41.896769734398916, -87.62944835451378)"
769,PB2016A00769,Registered Agent,Williamsburg Condo Assoc,6531-6535,N,Northwest,HWY,18,09-36-419-107-0000,,,10/18/2016,41.999575234,-87.810843005,"(41.99957523446542, -87.8108430053461)"
1823,PB2017A01823,AUTHORIZED AGENT,LANDMARK GARDEN CA,3539,S,DEARBORN,ST,2,17334260144001,,08/28/2017,08/28/2017,41.829658741,-87.627380304,"(41.82965874089509, -87.62738030435536)"
153,PB2016A00153,Authorized Agent,Armitage Square Condominium Assoc,516-522,W,Armitage,AVE,13,14-33-130-075-1001-1013,,,08/04/2016,41.918385871,-87.641978894,"(41.91838587051992, -87.64197889351547)"
97,PB2016A00097,Authorized Agent,Nelson Lofts Condominiums,2310,W,Nelson,ST,14,14--30-107-041-1001-1034,,,07/29/2016,41.936853472,-87.686064965,"(41.936853471728654, -87.6860649649587)"
287,PB2016A00287,Property Manager,2912 Commonwealth Condominium Assoc,2912,N,Commonwealth,AVE,26,14-28-204-009-1001-1026,,,08/03/2016,41.934780967,-87.638158996,"(41.93478096680554, -87.63815899578685)"
254,PB2016A00254,Registered Agent,1600 Museum Park Condominium Assoc,1629,S,Prairie,AVE,274,17-22-304-092-1001-1365,,11/30/2015,08/16/2016,41.85964842,-87.620660539,"(41.85964842024526, -87.62066053872472)"
232,PB2016A00232,Property Manager,5040-60 N Marine Drive Condominium Assoc,5052,N,Marine,DR,30,14-08-407-022-1107-1136,,,08/09/2016,41.974920793,-87.651735859,"(41.974920792956645, -87.65173585885849)"
426,PB2016A00426,Registered Agent,Wrightwood Place Condominium Assoc,516-522,W,Wrightwood,AVE,19,14-28-308-021-0000,,,08/15/2016,41.930562942,-87.642136299,"(41.93056294208, -87.64213629861189)"
2165,PB2018A02165,Registered Agent,,1550,W,Cornelia,AVE,24,14-20-300-030-1001 through 1046,,03/06/2018,03/06/2018,41.945281785,-87.66842056,"(41.94528178483959, -87.66842056002187)"
585,PB2016A00585,President,110 W Superior Condo Assoc,110,W,Superior,ST,57,17-09-204-028-1001-1100,,,09/21/2016,41.895735917,-87.631740081,"(41.895735916604174, -87.63174008059032)"
2589,PB2019A02589,Manager,,2201,N,Milwaukee,AVE,120,13-36-215-044-0000,,09/25/2019,09/25/2019,41.920903761,-87.6938545,"(41.92090376077715, -87.69385449952023)"
91,PB2016A00091,Authorized Agent,Lakewood Court I Condominium,6906-6912,N,Lakewood,AVE,24,11-32-118-019-1001-1024,,,07/29/2016,42.006962125,-87.663841982,"(42.006962125467204, -87.66384198214223)"
21,PB2016A00021,Authorized Agent,Marlborough Condominium Assoc,400,W,Deming,PL,105,14-28-318-078-1001-1107,,07/13/2016,07/22/2016,41.929773263,-87.639393617,"(41.92977326265983, -87.63939361686518)"
2881,PB2019A02881,Manager,,9140-9160,S,Cottage Grove,AVE,30,25-03-407-040-0000,,10/03/2019,10/03/2019,41.728163273,-87.604764555,"(41.72816327266644, -87.60476455528654)"
168,PB2016A00168,President,Plaza on DeWitt Condominium Assoc,260,E,Chestnut,ST,407,17-03-222-023-1001-1393        17-03-222-023-1395               17-03-222-023-1397               17-03-222-023-1414,,,07/28/2016,41.898564473,-87.619470578,"(41.89856447342598, -87.61947057794758)"
29,PB2016A00029,Authorized Agent,No. Ten Lofts Condominium Assoc,1040,W,Adams,ST,266,17-17-211-051-1000-1559,,05/29/2014,07/20/2016,41.879224322,-87.653584212,"(41.879224321915544, -87.65358421213601)"
49,PB2016A00049,Authorized Agent,680 N Lake Shore Drive  South Residence,680,N,Lake Shore,DR,131,17-10-202-083-1001,,,07/27/2016,41.89479837,-87.615866646,"(41.894798370283404, -87.61586664567874)"
172,PB2016A00172,Authorized Agent,Barry Condominium Inc.,3100,N,Sheridan,RD,65,14-28-105-072-1001-1065,,,07/28/2016,41.937779206,-87.63961661,"(41.93777920619299, -87.63961661041957)"
857,PB2017A00857,Owner,Northtown Village Phase II,721,W,Evergreen,AVE,,17-04-113-100-1087,,,08/29/2016,41.906255007,-87.646360083,"(41.90625500707687, -87.64636008253922)"
1067,PB2017A01067,Registered Agent,,5417-5423,S,Harper,AVE,58,20-11-426-006-0000,,02/02/2017,02/02/2017,41.797544646,-87.588903363,"(41.79754464615415, -87.58890336260724)"
867,PB2017A00867,Owner,Lawndale Apartments,3124,W,Douglas,BLVD,,16-24-103-032-0000,,,08/29/2016,41.863088526,-87.704194113,"(41.86308852637696, -87.70419411301916)"
1508,PB2017A01508,registered agent,Barry Cornerstone,621,W,Barry,AVE,17,14-28-107-087-0000,07/25/2017,08/10/2017,08/10/2017,41.93778105,-87.645188377,"(41.93778104983129, -87.64518837686437)"
248,PB2016A00248,Authorized Agent,Museum Park Place Condominium Assoc,1841,S,Calumet,AVE,194,17-22-310-015-1001,,07/27/2016,07/27/2016,41.856799159,-87.618987393,"(41.856799158542195, -87.61898739327104)"
747,PB2016A00747,Owner,Teo Tongue LLC 5425 N Clark,5425,N,Clark,ST,10,14-08-109-001-0000,,,10/11/2016,41.980513113,-87.668184144,"(41.980513113428316, -87.66818414413196)"
429,PB2016A00429,Registered Agent,Park Castle Condominium Assoc,2416-2458,W,Greenleaf,AVE,68,10-36-213-006-0000,,,08/15/2016,42.00961494,-87.690609869,"(42.00961493978809, -87.6906098692729)"
2306,PB2018A02306,Property Manager,Kinetic Lofts at Rainbo Village Condominium Association,4814-4846,N,Clark,ST,88,14-08-315-058-1001,03/29/2018,04/18/2018,04/18/2018,41.969420467,-87.667712069,"(41.96942046680135, -87.66771206889904)"
1119,PB2017A01119,Authorized Representative,,500,N,Lake Shore,DR,500,"17-10-216-007-0000, 17-10-218-008-0000",,02/16/2017,02/16/2017,41.891118333,-87.614384685,"(41.891118332731956, -87.61438468463062)"
803,PB2016A00803,Authorized Agent,Irving Place Condos,3300,W,Irving Park,RD,55,13-14-429-048-1001-1055,,,11/07/2016,41.954000709,-87.71052917,"(41.95400070916853, -87.71052916984061)"
1363,PB2017A01363,Registered Agent,State Place Condominium Assoc,1133-1155,S,State,ST,242,17-15-308-039-1001-1481,,06/05/2017,06/05/2017,41.868351676,-87.627298443,"(41.86835167564477, -87.62729844348497)"
484,PB2016A00484,Authorized Agent,West Ridge Pines Condominium Assoc,7311-7319,N,Oakley,AVE,17,11-30-306-028-1000,,,08/29/2016,42.014434545,-87.687384566,"(42.014434544701864, -87.68738456609691)"
186,PB2016A00186,Authorized Agent,Sheridan Shores Court Condominium Assoc,7021-7035,N,Sheridan,RD,65,11-32-111-015-1001,,,08/01/2016,42.009879057,-87.662163306,"(42.009879057192016, -87.66216330619407)"
2374,PB2018A02374,Property Manager,Quinn and 31st Street Condominium Association,838,W,31st,ST,24,17-29-426-122-1006  --  17-29-426-122-1058,09/18/2017,10/01/2018,10/01/2018,41.83813193,-87.647937266,"(41.83813192958627, -87.64793726598171)"
615,PB2016A00615,Authorized Agent,Chelsea Townhomes,1117 #20,W,Monroe,ST,1,17-17-210-077-0000,,,09/22/2016,41.880247094,-87.655383997,"(41.880247094162456, -87.6553839968631)"
2630,PB2019A02630,Manager,,10979-10985,S,Church,ST,12,25-18-415-015-0000,,09/30/2019,09/30/2019,41.693684321,-87.663655982,"(41.693684321088895, -87.66365598172219)"
864,PB2017A00864,Owner,Lawndale Apartments,3900,W,Wilcox,ST,,16-14-102-032-0000,,,08/29/2016,41.879009393,-87.723290485,"(41.879009392821764, -87.7232904851608)"
1610,PB2017A01610,AUTHORIZED AGENT,EASTGATE VILLAGE CONDOMINIUM ASSOCIATION,318-328,E,25TH,PL,48,17271290931039,05/09/2017,08/10/2017,08/10/2017,41.846491482,-87.619552377,"(41.846491481533604, -87.61955237733535)"
217,PB2016A00217,Authorized Agent,6819-35 N Seeley Ave Condominium Assoc,6819-6835,N,Seeley,AVE,38,11-31-125-024-1032,,,08/01/2016,42.005803704,-87.681814853,"(42.005803704073344, -87.68181485321868)"
3214,PB2022A03214,property manager,,4012,W,Armitage,AVE,5,13-34-232-035-0000,,01/13/2022,01/13/2022,41.917268251,-87.727172335,"(41.917268250889514, -87.72717233452015)"
1595,PB2017A01595,AUTHORIZED AGENT,LAKESHORE POINTE CA,2354,E,71ST,ST,63,20244300111114,,08/10/2017,08/10/2017,41.766438405,-87.566902997,"(41.76643840508436, -87.56690299717204)"
2838,PB2019A02838,Manager,,2345,E,70th,ST,21,20-24-427-001-0000,,10/02/2019,10/02/2019,41.767953118,-87.567956878,"(41.767953118269446, -87.56795687838869)"
225,PB2016A00225,Authorized Agent,Palmolive Building Condominium Assoc,159,E,Walton,PL,98,17-03-213-020-0000,,12/01/2005,08/11/2016,41.899912059,-87.623211035,"(41.89991205926627, -87.62321103481307)"
776,PB2016A00776,Owner,Wilson Yard Family Apartments,1026,W,Montrose,AVE,80,14-17-217-038-0000,,,08/29/2016,41.961871171,-87.655837661,"(41.96187117141529, -87.65583766122892)"
1674,PB2017A01674,Property Manager,,763,E,41st,ST,12,20032110581001,,08/11/2017,08/11/2017,41.820269506,-87.607013461,"(41.82026950643222, -87.60701346131751)"
